"ID","성별","학교지역","부최종학력","모최종학력","부종사상지위","모종사상지위","연간소득","보호자건강","키","몸무게","건강상태","성적만족도","가출유무","가족구성","다문화가정여부","형제자매유무","전학경험유무","가족여행","damage","sleep","방임","학대","학습","교우","교사","사회성","가족연락","친구연락","휴대전화의존도","가출친구","교내동아리","교외동아리","비행친구수","체험활동","age"
23804,"1","20","2","2","2","0",7500,"1",168,54,"1","1","2","1","2","1","2",1,0,6,2.33333333333333,4,2,1.66666666666667,2,2.33333333333333,2.5,1,2.66666666666667,0,"1","2",6.66666666666667,4,19
23805,"1","20","2","2","1","1",5000,"2",173,75,"1","3","2","1","2","1","2",0,0,7,2,3,2,1.66666666666667,2,2.33333333333333,1.5,2,2,0,"2","2",0,0,19
23807,"1","20","2","2","1","1",5000,"2",174,50,"3","1","2","1","2","1","2",3,0,4,1,3.33333333333333,1.66666666666667,1,1,2,1,1,2.33333333333333,0,"1","2",1,0,18
23808,"1","20","2","2","1","1",5000,"2",184,68,"1","2","2","1","2","1","2",2,0,7,2,3.66666666666667,2.66666666666667,1.66666666666667,1.66666666666667,1.66666666666667,2,2,2.66666666666667,0,"1","2",10,1,19
23809,"1","20","2","2","1","1",7000,"2",176,65,"3","2","2","1","2","1","2",2,0,6,1.33333333333333,4,1,1,1.66666666666667,2.33333333333333,1,1,4,0,"1","2",13.3333333333333,0,19
23811,"1","20","2","2","1","0",5000,"2",165,65,"1","3","2","1","2","1","2",0,0,6,2,3.66666666666667,2,1,2,1.66666666666667,2,2,4,0,"2","2",0,0,19
23812,"1","20","1","1","1","1",4000,"2",170,78,"2","4","2","1","2","1","2",0,0,5,2.33333333333333,3.33333333333333,2.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,1,1,3.33333333333333,0,"2","2",3.33333333333333,0,19
23814,"1","20","2","1","1","1",4000,"2",183,72,"2","3","2","1","2","1","2",0,0,3,2,3.66666666666667,2,1.66666666666667,2.66666666666667,2,1,1,3,0,"2","2",0,0,19
23816,"1","20","2","2","1","0",5000,"2",181,77,"2","3","2","1","2","1","2",0,0,6,2,3.66666666666667,2.33333333333333,1.33333333333333,1.33333333333333,2.66666666666667,1,1,2.66666666666667,1,"2","2",4,2,19
23817,"1","20","2","2","3","3",4000,"2",180,75,"1","2","2","1","2","1","2",3,0,8,2,2,2,2,2,2,2,2,3,0,"2","2",0,0,19
23819,"1","20","2","1","1","1",7000,"2",175,60,"1","2","2","1","2","1","2",0,0,7,1.66666666666667,3.66666666666667,2,1.66666666666667,2,2.33333333333333,2,1.5,3.33333333333333,0,"2","2",0.333333333333333,2,19
23820,"1","20","1","1","1","1",3000,"3",181,71,"1","2","2","1","2","1","2",0,0,7,1,1.33333333333333,2.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,2,1.5,2.66666666666667,0,"2","2",0,0,19
23821,"1","20","2","2","2","2",5000,"1",176,66,"1","3","2","1","2","1","2",0,0,6,2,1.33333333333333,3,1,1,3,2.5,2,3,0,"2","2",0,0,19
23822,"1","20","2","1","1","1",4500,"2",178,60,"2","3","2","1","2","1","2",4,0,6,2,2.33333333333333,2.33333333333333,1,1,2.33333333333333,2,1,2,0,"1","2",13.3333333333333,0,19
23823,"1","20","2","2","1","1",5000,"2",173,68,"1","3","2","1","2","1","2",0,0,7,2,3,2,1.66666666666667,2,2,2,2,2,0,"2","2",0,0,19
23824,"1","20","2","2","3","0",4500,"1",177,73,"1","2","2","1","2","2","2",0,0,5,3,3,3,2,2.33333333333333,2.66666666666667,3,1,1.66666666666667,0,"2","2",1.33333333333333,0,19
23825,"1","20","1","1","1","1",5000,"2",179,53,"2","2","2","1","2","1","2",2,0,5,2,3.66666666666667,1.66666666666667,1.66666666666667,2,2.33333333333333,2,2,3.33333333333333,0,"2","2",3.33333333333333,1,19
23826,"1","20","1","1","1","1",3000,"2",173,60,"2","3","2","1","2","1","2",0,0,7,2,3.33333333333333,1.33333333333333,1.33333333333333,2,2.33333333333333,2,1,4,0,"2","2",4.66666666666667,0,19
23827,"1","20","1","1","0","1",1500,"2",178,65,"2","3","2","2","2","1","2",1,0,8,2.33333333333333,2.33333333333333,2,2,2,2.66666666666667,1.5,2,1.66666666666667,0,"2","2",0,0,19
23828,"1","20","2","2","2","0",6000,"2",168,51,"2","3","2","1","2","1","2",0,0,4,2,3,2,1.66666666666667,2,2.66666666666667,3,3,2.66666666666667,0,"2","2",0,0,19
23830,"1","20","1","1","1","0",2000,"2",173,55,"2","3","2","1","2","1","2",0,0,7,2.33333333333333,2.33333333333333,2,2,2.33333333333333,3,1.5,2,2,0,"2","2",0,0,19
23902,"1","20","2","2","3","1",4000,"1",178,69,"1","2","2","1","2","1","2",5,0,7,2,3,2,1.66666666666667,2,1,1,1,2.66666666666667,0,"2","2",0,0,19
23903,"1","20","1","1","1","0",2000,"2",176,90,"2","2","2","2","2","1","2",4,0,7,3,3,3,2,2,2.33333333333333,3,2,2.33333333333333,0,"1","2",1.33333333333333,4,19
23904,"2","20","1","1","1","0",4000,"2",158,51,"2","2","2","2","2","1","2",0,0,8,2.66666666666667,4,2,2,2,2.33333333333333,2,1,2.33333333333333,0,"2","2",0,0,19
23905,"1","20","3","1","3","3",4000,"2",174,60,"2","2","2","1","2","1","2",2,0,6,2,3.66666666666667,3,2,2,2.33333333333333,1,1,3.33333333333333,0,"2","2",5.33333333333333,0,19
23906,"1","20","1","1","1","0",5000,"1",170,70,"1","2","2","1","2","1","2",5,0,6,1,4,1,1,1,1,2,2,1,0,"2","2",0,0,19
23907,"1","20","1","1","1","1",5000,"2",175,63,"2","2","2","1","2","1","2",0,0,7,2,3.66666666666667,2.66666666666667,2.33333333333333,2,2.33333333333333,1,1,2,0,"2","2",6.66666666666667,0,19
23908,"1","20","2","2","3","1",8000,"1",188,120,"2","2","2","1","2","1","2",2,0,8,1.33333333333333,3,1.33333333333333,1,1,1.66666666666667,1,1,3,0,"2","2",0,0,19
23909,"1","20","1","1","1","1",5500,"2",174,69,"2","4","2","1","2","1","2",2,0,5,2.33333333333333,3,3,1.66666666666667,2.66666666666667,4,1,1,3,1,"2","2",14,0,19
23910,"1","20","1","1","1","1",5000,"2",168,60,"2","3","2","1","2","1","2",0,0,7,2.33333333333333,2.66666666666667,2,2,2,2.66666666666667,2,1,2.66666666666667,0,"1","2",0,0,19
23911,"2","20","1","1","1","1",5500,"2",165,51,"2","2","2","1","1","1","2",0,0,7,2,3.33333333333333,2,2,2,2,2,2.5,2.66666666666667,0,"2","2",0,0,19
23912,"2","20","1","1","3","1",4000,"1",167,60,"2","2","2","1","2","1","2",0,0,6,2.33333333333333,2.33333333333333,2,1.66666666666667,1.66666666666667,1.66666666666667,2,2,3,0,"2","2",0,2,19
23913,"1","20","1","1","1","1",4000,"2",175,62,"1","4","2","1","2","1","2",0,0,5,1,3.66666666666667,2.33333333333333,2,1.33333333333333,3.33333333333333,1,1,2.33333333333333,0,"2","2",0,0,19
23914,"1","20","2","2","1","0",6000,"2",171,68,"2","2","2","2","2","1","2",0,0,6,2.33333333333333,3,3,2,3,3,2,1,2.66666666666667,0,"2","2",0,0,19
23915,"2","20","1","1","1","1",5000,"2",164,65,"1","2","2","1","2","1","2",3,0,6,1,4,1,1.66666666666667,1,1.33333333333333,1,1.5,2,0,"1","2",1,1,19
23916,"2","20","2","2","3","0",3200,"1",170,60,"2","2","2","1","2","1","2",6,0,6,1.33333333333333,4,2.66666666666667,2,2.66666666666667,3.66666666666667,1,1,1.33333333333333,1,"2","2",1.33333333333333,1,17
23918,"1","32","2","1","1","0",6000,"2",172,65,"1","2","2","1","2","1","2",4,0,7,1.66666666666667,3.66666666666667,2,2,2,2.66666666666667,1,1,3,0,"1","2",2,1,19
23921,"2","20","2","2","1","1",5000,"1",165,57,"1","1","2","1","2","2","2",1,0,6,2,3.66666666666667,2,1.33333333333333,3.33333333333333,1.33333333333333,1,1,1.33333333333333,0,"2","2",8.33333333333333,0,19
23922,"2","31","2","2","1","1",5000,"2",153,58,"2","2","2","1","2","1","2",1,0,6,2.33333333333333,3.66666666666667,2.66666666666667,2,2.66666666666667,2.66666666666667,1,1,2.33333333333333,0,"2","2",0,0,18
23923,"2","20","2","2","3","0",4000,"1",156,60,"1","4","2","1","2","1","2",0,0,5,2,3,3,2,2,2.66666666666667,2,1,2.33333333333333,0,"2","2",0,0,19
23924,"1","20","1","2","3","0",2500,"2",179,81,"2","2","2","2","2","1","2",0,0,6,2.33333333333333,4,2.66666666666667,1.66666666666667,2,1,2,1,3.33333333333333,0,"2","2",0,0,19
24001,"2","20","1","1","1","1",5500,"2",154,50,"1","2","2","1","2","1","2",1,0,5,1,3.66666666666667,3.33333333333333,2.66666666666667,3.66666666666667,2.66666666666667,1,1,2.66666666666667,0,"1","2",0,1,19
24002,"2","20","2","2","1","0",4500,"2",160,55,"1","3","2","1","2","1","2",0,0,5,2.33333333333333,3.66666666666667,2,2,3.33333333333333,3,1,2,1.66666666666667,0,"1","2",0,0,19
24003,"2","20","1","1","1","0",4000,"2",157,55,"2","3","2","1","2","1","2",2,0,6,2,2.66666666666667,2.33333333333333,2,2.33333333333333,2,1,1,2.66666666666667,0,"1","2",0,1,19
24005,"2","20","1","1","1","1",4000,"2",163,50,"3","3","2","1","2","1","2",0,0,5,1,4,2,1.33333333333333,1,3.66666666666667,1,1,4,0,"1","2",3.33333333333333,1,19
24006,"2","20","1","1","1","0",3600,"2",160,50,"1","1","2","1","2","1","2",1,0,6,2,4,2,1.66666666666667,2,2.66666666666667,1.5,1,2.33333333333333,0,"2","2",0.333333333333333,0,19
24007,"2","20","1","1","2","0",2500,"2",165,62,"2","3","2","1","2","1","2",0,0,6,2.33333333333333,3,2,2,2,2.33333333333333,1,1,1.66666666666667,0,"1","2",1.66666666666667,2,19
24008,"2","20","2","2","1","1",7000,"2",160,57,"2","3","2","1","2","1","2",0,0,5,2,3.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2,1.5,3.33333333333333,0,"1","2",0,3,19
24009,"2","20","1","1","1","0",4800,"2",155,42,"1","2","2","1","2","1","2",3,0,6,2.33333333333333,3,2.33333333333333,2,2.33333333333333,2.66666666666667,2,2,2.66666666666667,0,"1","2",0,2,19
24010,"2","20","2","2","1","0",3500,"2",158,53,"2","4","2","1","2","1","2",0,0,5,2.33333333333333,3.66666666666667,3,2,2.66666666666667,2.33333333333333,1.5,1,3,0,"2","2",4,0,19
24011,"2","20","1","1","1","0",7000,"2",160,54,"2","2","2","1","2","1","2",0,0,6,2,4,2.33333333333333,2,3.33333333333333,2.33333333333333,3,2,2.66666666666667,0,"1","2",0,0,19
24013,"2","20","1","1","1","0",4000,"2",160,55,"2","3","2","1","2","1","2",1,0,9,2.66666666666667,3.33333333333333,3,2,2.33333333333333,2.66666666666667,2.5,1.5,2.33333333333333,0,"2","2",0,0,16
24014,"2","20","1","1","3","4",4000,"2",163,53,"2","2","2","1","2","1","2",0,0,5,1,4,2,1.66666666666667,2,2,1.5,1,3.66666666666667,0,"1","2",0,0,19
24015,"2","20","1","1","1","1",4000,"2",165,50,"1","3","2","1","2","1","2",0,0,7,2,3,2.33333333333333,2,2,1.33333333333333,1,1,2.66666666666667,0,"1","2",6.66666666666667,0,19
24016,"2","20","2","2","1","1",4500,"2",163,53,"2","2","2","1","2","1","2",0,0,6,2,2,2,2,2,2.33333333333333,2,2,1,0,"2","2",0,0,19
24017,"2","20","1","1","1","0",4500,"2",166,55,"1","1","2","1","2","2","2",2,0,4,1,3.66666666666667,1,1,1,1.66666666666667,1.5,1,3.33333333333333,0,"1","2",0,2,19
24018,"2","20","1","1","1","1",5000,"2",160,55,"2","3","2","1","2","1","2",0,0,6,2,3.66666666666667,2,2.33333333333333,2,3.33333333333333,1,1,2.33333333333333,0,"1","2",0,0,19
24019,"2","20","1","1","1","1",3000,"2",167,52,"2","2","2","1","2","1","2",0,0,6,2,3,3,2,2,3,2,1.5,2.33333333333333,0,"1","2",0,1,19
24020,"2","20","1","1","3","4",5000,"2",150,47,"2","2","2","1","2","1","2",0,0,6,2.33333333333333,3.66666666666667,2,2,2.66666666666667,2.33333333333333,1.5,1,2.33333333333333,0,"2","2",3.33333333333333,2,19
24021,"2","20","1","1","1","1",5000,"2",160,47,"2","2","2","1","2","1","2",0,0,6,2.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2.33333333333333,2,2,1.5,2.66666666666667,0,"1","2",0,0,19
24022,"2","20","1","1","1","1",5000,"1",162,43,"2","2","2","1","2","1","2",3,0,7,2,3.33333333333333,1.66666666666667,1,2,3.33333333333333,1.5,2,2.66666666666667,0,"1","2",0,1,19
24023,"2","20","1","1","1","4",4000,"2",167,57,"3","2","2","1","2","1","2",0,0,5,3.33333333333333,4,2.33333333333333,1.33333333333333,1,2,3.5,1,3,0,"1","2",0,0,19
24024,"2","20","1","1","1","0",3000,"2",160,70,"2","2","2","5","2","1","2",0,0,6,2.33333333333333,3,2.66666666666667,2,2.66666666666667,2.66666666666667,1,1,2.66666666666667,0,"1","2",0,0,19
24025,"2","20","1","1","1","0",4000,"2",155,47,"2","2","2","1","2","1","2",2,0,6,2,3.33333333333333,2.33333333333333,1.66666666666667,2,2,1.5,1,1.33333333333333,0,"1","2",4,3,19
24027,"2","20","2","1","1","0",4000,"1",160,50,"1","2","2","1","2","1","2",0,0,5,2.33333333333333,3.66666666666667,2.33333333333333,2,3.33333333333333,2.33333333333333,2,2,2.66666666666667,0,"2","2",0,0,19
24101,"1","20","2","2","1","0",2500,"3",179,75,"1","2","2","1","2","1","2",1,0,5,2,4,2,1.33333333333333,2,2,1,1,3,0,"2","2",0,0,19
24103,"2","20","1","1","1","1",2800,"3",165,55,"2","3","2","1","2","1","2",0,0,5,2.33333333333333,3,2.33333333333333,1.66666666666667,2.33333333333333,3,2.5,1,2.33333333333333,0,"2","2",0,0,19
24104,"1","20","1","1","1","0",3600,"2",172,65,"3","4","2","1","2","1","2",0,0,7,2.33333333333333,3.66666666666667,3,1,1,2,1,1,2.33333333333333,0,"1","2",13.6666666666667,0,19
24105,"1","20","2","2","1","1",4000,"2",178,59,"2","3","2","1","2","1","2",0,0,7,1,3.66666666666667,1,1,1,2,1,1,2.66666666666667,0,"2","2",13.3333333333333,0,19
24106,"2","20","2","1","3","3",4000,"2",172,59,"2","3","2","1","2","1","2",0,0,7,2.33333333333333,3.66666666666667,2,2,2,2.33333333333333,2,1,3,0,"2","2",0,0,19
24107,"2","20","1","1","1","1",5500,"2",165,50,"1","2","2","1","2","2","2",0,0,6,2,4,2.33333333333333,1.66666666666667,1,1.33333333333333,2,1,2.33333333333333,0,"1","2",2.33333333333333,0,19
24108,"1","20","1","1","3","1",3500,"2",170,57,"2","3","2","1","2","1","2",0,0,7,2.66666666666667,2.66666666666667,2.33333333333333,2,2.66666666666667,2.66666666666667,2,1.5,2.33333333333333,0,"2","2",0,0,19
24109,"2","20","2","1","0","1",2000,"3",168,65,"2","3","2","2","2","1","2",0,0,4,1.66666666666667,4,1.66666666666667,1.33333333333333,2,1.66666666666667,2,1,3.33333333333333,0,"2","2",1,0,19
24110,"2","20","1","1","0","1",2000,"3",156,58,"1","3","2","2","2","1","2",0,0,6,2,3.66666666666667,2.33333333333333,2,2,2.66666666666667,2,2,2.33333333333333,0,"2","2",2.33333333333333,0,19
24111,"1","20","2","1","1","1",8000,"2",173,73,"2","2","2","1","2","2","2",0,0,6,1,3,1.66666666666667,1.33333333333333,2.66666666666667,2.33333333333333,1,2,4,0,"1","2",0,0,19
24112,"1","20","1","1","2","0",3500,"2",169,56,"2","2","2","1","2","1","2",0,0,7,2.33333333333333,4,1.66666666666667,1,1.33333333333333,2,1,1,2.66666666666667,0,"2","2",1,0,19
24113,"1","20","1","2","1","1",3000,"2",178,90,"3","3","2","1","2","1","2",0,0,4,1.66666666666667,3.66666666666667,2.33333333333333,2,1.33333333333333,2.66666666666667,1,2,2.66666666666667,0,"1","2",0.666666666666667,1,19
24114,"1","20","2","2","2","0",3000,"2",175,62,"2","3","2","1","2","1","1",0,0,9,1.66666666666667,3.33333333333333,2.66666666666667,1.66666666666667,2,2,2,2,2,0,"2","2",3,0,18
24115,"1","20","1","1","3","0",2600,"3",178,85,"2","2","2","1","2","1","2",0,0,7,2.33333333333333,3.33333333333333,2,2,2,2.33333333333333,2,2,2.66666666666667,0,"2","2",13,0,19
24116,"1","20","2","1","1","0",3300,"2",174,74,"1","4","2","1","2","1","2",2,0,6,1,3.66666666666667,2.66666666666667,1.33333333333333,2.33333333333333,2.66666666666667,1,1,2.66666666666667,0,"1","2",4.33333333333333,3,19
24117,"2","20","1","1","0","1",3000,"3",154,58,"2","2","2","2","2","1","2",0,0,5,2,4,1.66666666666667,1.66666666666667,1.33333333333333,3.33333333333333,1,1,3.33333333333333,0,"2","2",0,0,19
24119,"2","20","2","1","1","0",4200,"2",177,72,"2","2","2","1","2","1","2",0,0,6,1.66666666666667,3.66666666666667,2,2,2,3.33333333333333,1,1.5,2.33333333333333,0,"2","2",0.333333333333333,0,19
24120,"1","20","1","1","1","1",2000,"2",165,58,"1","3","2","1","2","1","2",0,0,5,2,3.66666666666667,2.66666666666667,2,2,2,1.5,1,2,1,"2","2",7,1,19
24121,"2","20","1","1","3","0",3500,"2",163,53,"2","4","2","1","2","1","2",5,0,5,2,3.66666666666667,2,2,2.66666666666667,2.33333333333333,2,1,2.66666666666667,0,"2","2",0,0,19
24122,"2","20","1","1","1","0",3000,"2",160,58,"1","2","2","1","2","2","2",2,0,6,1.33333333333333,3,1.66666666666667,1.66666666666667,1,3.33333333333333,2,1.5,3,0,"1","2",0,3,16
24123,"1","20","2","2","2","0",4000,"2",173,73,"2","3","2","1","2","1","2",0,0,6,2,3.33333333333333,2,1.66666666666667,1,2.66666666666667,1,1,4,0,"2","2",0,0,19
24124,"1","20","1","1","1","0",1500,"3",175,63,"1","2","2","2","2","1","2",0,0,4,2,3.33333333333333,3,2,2.33333333333333,3,2,1.5,2.66666666666667,0,"1","2",0,0,19
24125,"1","20","2","1","3","0",4000,"2",175,98,"3","4","2","1","2","2","2",3,0,6,1.66666666666667,3.66666666666667,2.33333333333333,1.66666666666667,1.66666666666667,2,1.5,1.5,3.66666666666667,0,"2","2",0,2,19
24126,"2","20","2","2","3","0",3600,"2",153,42,"2","2","2","1","2","1","2",0,0,5,2,4,2.33333333333333,1.33333333333333,3,3.66666666666667,2,2,2.66666666666667,0,"1","2",0,0,19
24127,"1","20","1","1","0","0",1000,"3",177,62,"2","2","2","6","2","1","2",0,0,7,2,2.66666666666667,2.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,1,1,3,0,"2","2",6.66666666666667,0,19
24128,"2","24","1","1","0","1",2000,"2",152,41,"2","3","2","2","2","1","2",0,0,6,2,3,2,2,2,2.66666666666667,2,2,2.33333333333333,0,"2","2",0,0,19
24129,"1","10","1","1","1","0",2000,"3",173,66,"2","2","2","1","1","1","2",0,0,6,1.66666666666667,3.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,3,1,3,0,"2","2",0,0,19
24130,"2","20","1","1","1","0",3500,"3",155,50,"2","4","2","1","2","1","2",0,0,5,2,4,2,1.66666666666667,1,3,1.5,1.5,2.66666666666667,0,"2","2",0,2,19
24131,"1","20","1","1","3","0",6000,"2",176,76,"2","3","2","1","2","1","2",1,0,5,2,2.66666666666667,2,2,2,2,2,1,2,0,"1","2",7.33333333333333,5,19
24132,"1","20","1","1","1","0",2500,"2",173,85,"2","3","2","2","2","2","2",1,0,7,3,3.66666666666667,2.66666666666667,1.66666666666667,3.33333333333333,2.33333333333333,2.5,2.5,3.66666666666667,0,"1","2",0,3,19
24133,"1","20","1","1","0","1",2000,"3",174,60,"1","2","2","2","2","2","2",0,0,5,2,3.33333333333333,2.66666666666667,2,1,3.33333333333333,1.5,1.5,1.66666666666667,0,"2","2",14.3333333333333,2,19
32902,"2","21","1","1","3","0",3500,"2",161,54,"1","2","2","1","2","1","2",0,0,6,1.33333333333333,3,2.33333333333333,2,2,2.33333333333333,3,3,3.33333333333333,0,"2","2",0,0,19
32903,"2","21","2","2","3","4",6000,"1",170,52,"1","2","2","1","2","2","2",3,0,8,1,2.66666666666667,2,2,2,2,1,1,3,0,"1","2",0,1,16
32904,"2","21","2","2","2","2",12000,"2",158,53,"2","3","2","1","2","1","2",3,0,6,2.33333333333333,2.66666666666667,2,2,2,2,1.5,1.5,3,0,"1","1",0,9,17
32905,"2","21","2","1","2","2",10000,"2",163,56,"2","2","2","1","2","1","2",0,0,5,2.66666666666667,3.66666666666667,2,1.33333333333333,2,3.33333333333333,1,1,3,0,"1","2",0,0,19
32906,"2","21","2","2","1","2",6000,"2",158,57,"2","3","2","1","2","1","2",0,0,7,2.33333333333333,3.33333333333333,2.33333333333333,2.33333333333333,2.66666666666667,3,1,1.5,3,0,"2","2",1.66666666666667,0,19
32907,"2","21","1","1","3","0",3500,"2",160,47,"2","4","2","1","2","1","2",2,0,8,3,3,3,2,2,2.33333333333333,1,1,2,0,"2","2",0,1,15
32909,"2","21","1","1","1","1",6000,"1",162,50,"1","1","2","1","2","1","2",0,0,5,2,4,2,2,2,2,2,2,2.66666666666667,0,"2","2",0,0,19
32911,"2","21","1","1","1","0",3000,"2",158,60,"2","2","2","1","2","1","2",0,0,6,2,4,2,2,2,1.33333333333333,1.5,2,3,0,"2","2",0,1,19
32912,"2","21","2","2","1","1",4000,"2",167,59,"1","2","2","1","2","1","2",1,0,7,2,3,2.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2,2,2.33333333333333,0,"2","2",0.666666666666667,0,19
32913,"2","21","1","1","1","0",2000,"2",158,57,"3","3","2","1","2","1","2",0,0,9,1,3,3,2.33333333333333,2,2,1,3,3,0,"2","2",0,0,19
32914,"2","21","2","1","1","3",3000,"2",170,54,"1","2","2","1","2","1","2",2,0,6,1.66666666666667,4,1,1.33333333333333,1.66666666666667,3,2.5,1.5,2.66666666666667,0,"1","2",0,1,17
32915,"2","21","2","2","1","0",5500,"2",160,56,"1","1","2","1","2","1","2",0,0,7,2,3,2,2,2,2,2,2,2.66666666666667,0,"2","2",0,0,19
32917,"2","21","2","3","1","1",17000,"2",158,45,"2","2","2","1","2","1","2",0,0,5,2,3.66666666666667,2.33333333333333,2,2,3,1,1,3.33333333333333,0,"2","2",2,0,19
32918,"2","21","2","2","2","1",5000,"2",162,56,"2","3","2","1","2","1","2",2,0,7,2.33333333333333,2,2.33333333333333,2,1,2,2,2,2,0,"2","1",0.666666666666667,1,19
32919,"1","21","2","1","3","1",6500,"2",174,52,"2","3","2","1","2","1","2",0,0,6,2,3.66666666666667,2.66666666666667,2.33333333333333,2,2.33333333333333,2,1,3,1,"2","2",2.66666666666667,0,19
32920,"1","21","2","2","1","3",4000,"2",164,54,"1","2","2","1","2","1","2",0,0,7,2.33333333333333,3,2,2,2,2.66666666666667,3,3,3.33333333333333,0,"2","2",3,0,19
32921,"1","20","2","2","1","1",5000,"2",168,69,"1","2","2","1","2","1","2",0,0,8,1.66666666666667,3.33333333333333,2.66666666666667,1.66666666666667,2.33333333333333,2.33333333333333,2,2,2,0,"2","2",0,1,17
32922,"1","21","2","2","2","1",7500,"2",167,65,"1","3","2","1","2","1","2",0,0,6,1,4,1,1,1,1,1,1,3.66666666666667,0,"2","2",0,0,19
32923,"1","21","2","2","1","0",5000,"2",174,60,"1","2","2","1","2","1","2",0,0,9,2.33333333333333,3,2,2,2,2.33333333333333,2.5,2,3,0,"1","2",13.3333333333333,1,19
32924,"1","21","2","2","3","2",4000,"2",170,56,"2","3","2","1","2","1","2",0,0,7,2,3,2,2.33333333333333,2,2.66666666666667,2,2,2.66666666666667,0,"1","2",0.333333333333333,0,19
32925,"1","21","1","2","2","1",5000,"2",178,67,"2","3","2","1","2","1","2",2,0,6,2,2.66666666666667,3,2.33333333333333,3,2.66666666666667,2,1,2.66666666666667,0,"2","2",0,0,19
32926,"1","21","1","1","1","1",3500,"2",179,63,"1","2","2","4","2","1","2",9,0,8,1.33333333333333,3.33333333333333,2,1.66666666666667,1.66666666666667,1.66666666666667,1,1,3,0,"1","2",2.66666666666667,1,19
32927,"1","21","1","1","1","0",3000,"2",182,86,"2","1","2","1","2","1","2",2,0,7,2,4,2.66666666666667,1,1,1,1,1,4,0,"1","2",2.66666666666667,1,19
32928,"1","21","1","1","1","3",4500,"2",181,72,"2","2","2","1","2","1","2",0,0,6,1.66666666666667,3.66666666666667,2,1.66666666666667,2.66666666666667,2.33333333333333,1.5,1,3.33333333333333,0,"2","2",2,0,19
32929,"1","21","2","2","1","0",8000,"2",169,65,"1","1","2","1","2","1","2",3,0,6,2,3.33333333333333,1,1,2.33333333333333,2,2,1,3,0,"2","2",0,0,19
32931,"1","30","3","3","2","1",12000,"1",178,80,"1","2","2","1","2","1","2",2,0,8,2,4,2.33333333333333,1.66666666666667,2,2,1,1,3.33333333333333,0,"2","2",0,0,19
32932,"1","21","2","2","2","0",7500,"2",185,86,"1","4","2","1","2","2","2",20,0,7,1,4,1,1,1,1,1,1,4,0,"2","2",0,0,19
32933,"1","21","1","1","1","0",3500,"2",175,100,"1","3","2","1","2","1","2",0,0,8,1.66666666666667,3,3,1.66666666666667,2,1.66666666666667,1,1,3,0,"2","2",6.66666666666667,0,19
32934,"1","10","1","1","0","0",1000,"3",160,60,"3","3","2","4","2","1","1",10,0,8,1,3.66666666666667,2,1.33333333333333,2,2.33333333333333,1,1.5,3.33333333333333,1,"2","2",1,1,16
32935,"1","21","1","1","1","1",3500,"2",165,57,"2","2","2","1","2","2","2",0,0,5,2,3,1.66666666666667,2,2,2,1,1,2.66666666666667,0,"1","2",0,0,19
32937,"1","21","2","2","1","1",4500,"2",178,73,"3","2","2","1","2","1","2",6,0,5,1.66666666666667,3.66666666666667,2.33333333333333,2.33333333333333,2,2,1,2,3,0,"2","2",0,0,19
32938,"1","21","1","1","1","1",10000,"2",175,62,"1","2","2","1","2","1","2",0,0,4,2,3,2,2,2,2.66666666666667,1.5,1,2,0,"2","2",10.6666666666667,0,19
32939,"1","22","2","2","1","0",10000,"2",180,75,"2","2","2","1","2","1","2",3,0,8,2,3.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,3,1.5,1,2.33333333333333,0,"2","2",8,3,19
32940,"1","21","1","1","0","1",1700,"1",169,60,"1","4","2","2","2","1","1",0,0,8,4,4,4,1.33333333333333,1,4,3,2,3,3,"2","2",2.33333333333333,1,16
33001,"2","21","2","2","3","1",2500,"2",165,62,"4","2","2","1","2","1","2",1,0,9,2,4,3.33333333333333,2,2,2,2.5,2.5,4,0,"2","2",0,0,16
33002,"2","21","2","2","2","1",15000,"1",161,47,"3","2","2","1","2","1","2",0,0,5,1,4,2,2,1.66666666666667,3,2,1.5,2.33333333333333,0,"1","2",0,2,19
33003,"2","21","2","2","1","1",16500,"2",166,62,"2","2","2","1","2","1","2",0,0,5,1.66666666666667,4,3.66666666666667,1,1,2,1,1,3,0,"1","2",0.666666666666667,0,19
33004,"2","21","2","2","1","0",4300,"2",173,73,"2","2","2","1","2","1","2",0,0,8,2.66666666666667,4,2.33333333333333,1.66666666666667,2.33333333333333,3.33333333333333,3,1.5,2.33333333333333,0,"2","2",0,0,19
33005,"2","21","2","2","1","0",9500,"2",163,57,"2","2","2","1","2","1","2",2,0,6,1.66666666666667,4,2.66666666666667,1.33333333333333,1.33333333333333,2,2,2,3.33333333333333,0,"2","2",0.666666666666667,0,19
33006,"2","21","2","2","1","1",4200,"2",159,70,"2","3","2","1","2","1","2",2,0,5,2,3.66666666666667,2.66666666666667,2,2,2.66666666666667,1,1,3.33333333333333,0,"2","2",0,0,19
